total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,hosp_patients,new_tests,total_tests,new_tests_smoothed,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,population,extreme_poverty
543749.0,4412.0,3192.857,13220.0,16.0,19.0,704.0,106139.0,14257566.0,87109.0,11047575.0,5861691.0,5544272.0,29128.0,24623.0,10370747.0,1.5
547186.0,3437.0,3187.857,13245.0,25.0,19.857,704.0,91899.0,14349465.0,87656.0,11076656.0,5872951.0,5563987.0,29081.0,24337.0,10370747.0,1.5
550459.0,3273.0,3140.714,13265.0,20.0,19.857,704.0,102298.0,14451763.0,87747.0,11101460.0,5883293.0,5579852.0,24804.0,23561.0,10370747.0,1.5
554055.0,3596.0,3155.429,13295.0,30.0,20.714,704.0,116848.0,14568611.0,88989.0,11128403.0,5894666.0,5597167.0,26943.0,23295.0,10370747.0,1.5
557239.0,3184.0,3143.143,13318.0,23.0,20.571,704.0,99171.0,14667782.0,87706.0,11153817.0,5904497.0,5614071.0,25414.0,23630.0,10370747.0,1.5
559186.0,1947.0,3151.571,13351.0,33.0,22.857,704.0,62418.0,14730200.0,88156.0,11154395.0,5904741.0,5614458.0,578.0,23651.0,10370747.0,1.5
561812.0,2626.0,3210.714,13385.0,34.0,25.857,704.0,47335.0,14777535.0,89444.0,11186043.0,5917081.0,5635437.0,31648.0,23942.0,10370747.0,1.5
566812.0,5000.0,3294.714,13417.0,32.0,28.143,704.0,121881.0,14899416.0,91693.0,11215341.0,5932210.0,5651654.0,29298.0,23967.0,10370747.0,1.5
570077.0,3265.0,3270.143,13459.0,42.0,30.571,704.0,93988.0,14993404.0,91991.0,11247943.0,5951175.0,5668041.0,32602.0,24470.0,10370747.0,1.5
573605.0,3528.0,3306.571,13487.0,28.0,31.714,704.0,103260.0,15096664.0,92129.0,11278583.0,5970332.0,5681994.0,30640.0,25303.0,10370747.0,1.5
576672.0,3067.0,3231.0,13509.0,22.0,30.571,704.0,112929.0,15209593.0,91569.0,11311667.0,5991165.0,5697216.0,33084.0,26181.0,10370747.0,1.5
579734.0,3062.0,3213.571,13544.0,35.0,32.286,704.0,95750.0,15305343.0,91080.0,11342438.0,6009543.0,5712066.0,30771.0,26946.0,10370747.0,1.5
581315.0,1581.0,3161.286,13581.0,37.0,32.857,704.0,56515.0,15361858.0,90237.0,11343445.0,6010270.0,5712497.0,1007.0,27007.0,10370747.0,1.5
583658.0,2343.0,3120.857,13600.0,19.0,30.714,704.0,49602.0,15411460.0,90561.0,11376741.0,6033085.0,5726036.0,33296.0,27243.0,10370747.0,1.5
587964.0,4306.0,3021.714,13622.0,22.0,29.286,704.0,108677.0,15520137.0,88674.0,11408609.0,6056183.0,5738106.0,31868.0,27610.0,10370747.0,1.5
590832.0,2868.0,2965.0,13669.0,47.0,30.0,704.0,108219.0,15628356.0,90707.0,11439413.0,6079739.0,5748030.0,30804.0,27353.0,10370747.0,1.5
593668.0,2836.0,2866.143,13702.0,33.0,30.714,704.0,47335.0,8189449.0,91146.0,11466985.0,6100506.0,5757051.0,27572.0,26915.0,10370747.0,1.5
596383.0,2715.0,2815.857,13737.0,35.0,32.571,704.0,47335.0,15841011.0,90203.0,11495740.0,6122036.0,5766616.0,28755.0,26296.0,10370747.0,1.5
598667.0,2284.0,2704.714,13843.0,106.0,42.714,704.0,93285.0,15934296.0,89850.0,11522842.0,6141453.0,5776111.0,27102.0,25772.0,10370747.0,1.5
599951.0,1284.0,2662.286,13886.0,43.0,43.571,704.0,53195.0,15987491.0,89376.0,11523504.0,6141966.0,5776336.0,662.0,25723.0,10370747.0,1.5
601716.0,1765.0,2579.714,13933.0,47.0,47.571,704.0,46363.0,16033854.0,88913.0,11552558.0,6161023.0,5788447.0,29054.0,25117.0,10370747.0,1.5
605158.0,3442.0,2456.286,13971.0,38.0,49.857,704.0,110243.0,16144097.0,89137.0,11579860.0,6179889.0,5799038.0,27302.0,24464.0,10370747.0,1.5
607356.0,2198.0,2360.571,14014.0,43.0,49.286,704.0,98663.0,16242760.0,87772.0,11608678.0,6199953.0,5809940.0,28818.0,24181.0,10370747.0,1.5
609519.0,2163.0,2264.429,14060.0,46.0,51.143,704.0,91875.0,16334635.0,85707.0,11635474.0,6218580.0,5820279.0,26796.0,24070.0,10370747.0,1.5
174335.0,521.0,486.286,6374.0,26.0,17.857,12494.0,1562.0,903949.0,4970.0,2224.0,2224.0,139784.5,13062.0,1112.0,18249868.0,8.7
174653.0,111.0,480.571,6402.0,9.0,13.714,12494.0,5921.0,910703.0,4789.0,2427.0,2427.0,139784.5,13062.0,607.0,18249868.0,8.7
181143.0,750.0,609.571,6531.0,9.0,13.714,12494.0,6339.0,962472.0,4714.0,19947.0,19947.0,139784.5,13062.0,1752.0,18249868.0,8.7
181974.0,831.0,608.286,6546.0,15.0,13.0,12494.0,5747.0,968219.0,4799.0,28534.0,28534.0,139784.5,8587.0,2728.0,18249868.0,8.7
182679.0,705.0,620.286,6571.0,25.0,14.857,12494.0,1719.0,969938.0,4841.0,30890.0,30890.0,139784.5,2356.0,2815.0,18249868.0,8.7
183014.0,133.0,606.286,6578.0,10.0,14.143,12494.0,6252.0,977063.0,4777.0,42330.0,42330.0,139784.5,8113.0,3948.0,18249868.0,8.7
183985.0,971.0,631.714,6599.0,21.0,15.143,12494.0,6283.0,983346.0,4779.0,48130.0,48130.0,139784.5,5800.0,4527.0,18249868.0,8.7
184934.0,949.0,648.714,6619.0,20.0,13.857,12494.0,6026.0,989372.0,4748.0,55060.0,55060.0,139784.5,6930.0,5266.0,18249868.0,8.7
185832.0,898.0,669.857,6639.0,20.0,15.429,12494.0,6751.0,996123.0,4807.0,60182.0,60182.0,139784.5,5122.0,5748.0,18249868.0,8.7
186740.0,908.0,680.857,6663.0,24.0,16.714,12494.0,6754.0,1002877.0,4951.0,66399.0,66399.0,139784.5,6217.0,5409.0,18249868.0,8.7
187659.0,919.0,711.429,6685.0,22.0,16.286,12494.0,2007.0,1004884.0,4992.0,68852.0,68852.0,139784.5,2453.0,5423.0,18249868.0,8.7
187911.0,252.0,718.571,6700.0,15.0,18.857,12494.0,1072.0,1005956.0,5021.0,69266.0,69266.0,139784.5,414.0,5007.0,18249868.0,8.7
188119.0,208.0,729.286,6710.0,10.0,18.857,12494.0,7564.0,1013520.0,5208.0,72405.0,72405.0,139784.5,3139.0,4296.0,18249868.0,8.7
189067.0,948.0,726.0,6730.0,20.0,18.714,12494.0,6741.0,1020261.0,5274.0,78350.0,78350.0,139784.5,5945.0,4317.0,18249868.0,8.7
190208.0,1141.0,753.429,6749.0,19.0,18.571,12494.0,7293.0,1027554.0,5455.0,83076.0,83076.0,139784.5,4726.0,4002.0,18249868.0,8.7
191207.0,999.0,767.857,6765.0,16.0,18.0,12494.0,6837.0,1034391.0,5467.0,88694.0,88694.0,139784.5,5618.0,4073.0,18249868.0,8.7
192133.0,926.0,770.429,6775.0,10.0,16.0,12494.0,6692.0,1041083.0,5458.0,91918.0,91918.0,139784.5,3224.0,3646.0,18249868.0,8.7
193050.0,917.0,770.143,6794.0,19.0,15.571,12494.0,2074.0,1043157.0,5468.0,93601.0,93231.0,370.0,1683.0,3536.0,18249868.0,8.7
193377.0,327.0,780.857,6802.0,8.0,14.571,12494.0,1066.0,1044223.0,5467.0,94272.0,93902.0,370.0,671.0,3572.0,18249868.0,8.7
193556.0,179.0,776.714,6809.0,7.0,14.143,12494.0,2466.0,1046689.0,4738.0,98920.0,98402.0,518.0,4648.0,3788.0,18249868.0,8.7
193834.0,278.0,681.0,6823.0,14.0,13.286,12494.0,2873.0,1049562.0,4186.0,104919.0,103959.0,960.0,5999.0,3796.0,18249868.0,8.7
193834.0,0.0,518.0,6840.0,17.0,13.0,12494.0,3737.0,1053299.0,3678.0,108165.0,106973.0,1192.0,3246.0,3584.0,18249868.0,8.7
194756.0,922.0,507.0,6860.0,20.0,13.571,12494.0,2954.0,1056253.0,3123.0,110438.0,109246.0,1192.0,2273.0,3106.0,18249868.0,8.7
195036.0,280.0,414.714,6875.0,15.0,14.286,12494.0,2368.0,1058621.0,2505.0,112751.0,111559.0,1192.0,2313.0,2976.0,18249868.0,8.7
195239.0,203.0,312.714,6884.0,9.0,12.857,12494.0,1030.0,1059651.0,2356.0,114511.0,113319.0,1192.0,1760.0,2987.0,18249868.0,8.7
195471.0,232.0,299.143,6891.0,7.0,12.714,12494.0,1066.0,1060717.0,2356.0,116221.0,115029.0,1192.0,1710.0,3136.0,18249868.0,8.7
195680.0,209.0,303.429,6894.0,3.0,12.143,12494.0,7824.0,1068541.0,3122.0,119558.0,118325.0,1233.0,3337.0,2948.0,18249868.0,8.7
197020.0,1340.0,455.143,6903.0,9.0,11.429,12494.0,8237.0,1076778.0,3888.0,123473.0,121848.0,1625.0,3915.0,2651.0,18249868.0,8.7
198374.0,1354.0,648.571,6928.0,25.0,12.571,12494.0,9114.0,1085892.0,4656.0,127945.0,126320.0,1625.0,4472.0,2826.0,18249868.0,8.7
199964.0,1590.0,744.0,6955.0,27.0,13.571,12494.0,7953.0,1093845.0,5370.0,132611.0,130985.0,1626.0,4666.0,3168.0,18249868.0,8.7
201295.0,1331.0,894.143,6977.0,22.0,14.571,12494.0,7820.0,1101665.0,6149.0,137716.0,136077.0,1639.0,5105.0,3566.0,18249868.0,8.7
202640.0,1345.0,1057.286,7001.0,24.0,16.714,12494.0,3254.0,1104919.0,6467.0,139010.0,137371.0,1639.0,1294.0,3500.0,18249868.0,8.7
203071.0,431.0,1085.714,7016.0,15.0,17.857,12494.0,1331.0,1106250.0,6505.0,139490.0,137851.0,1639.0,480.0,3324.0,18249868.0,8.7
203309.0,238.0,1089.857,7020.0,4.0,18.0,12494.0,9319.0,1115569.0,6718.0,143488.0,141766.0,1722.0,3998.0,3419.0,18249868.0,8.7
205322.0,2013.0,1186.0,7057.0,37.0,22.0,12494.0,10170.0,1125739.0,6994.0,147614.0,145795.0,1819.0,4126.0,3449.0,18249868.0,8.7
207127.0,1805.0,1250.429,7089.0,32.0,23.0,12494.0,10850.0,1136589.0,7242.0,150898.0,149078.0,1820.0,3284.0,3279.0,18249868.0,8.7
208694.0,1567.0,1247.143,7120.0,31.0,23.571,12494.0,12347.0,1148936.0,7870.0,154556.0,152733.0,1823.0,3658.0,3135.0,18249868.0,8.7
210667.0,1973.0,1338.857,7160.0,40.0,26.143,12494.0,9107.0,1158043.0,8054.0,157745.0,155919.0,1826.0,3189.0,2861.0,18249868.0,8.7
212307.0,1640.0,1381.0,7190.0,30.0,27.0,12494.0,2585.0,1160628.0,7958.0,157799.0,155973.0,1826.0,54.0,2684.0,18249868.0,8.7
212734.0,427.0,1380.429,7221.0,31.0,29.286,12494.0,1830.0,1162458.0,8030.0,157800.0,155974.0,1826.0,1.0,2616.0,18249868.0,8.7
213049.0,315.0,1391.429,7241.0,20.0,31.571,12494.0,9559.0,1172017.0,8064.0,158918.0,157092.0,1826.0,1118.0,2204.0,18249868.0,8.7
214700.0,1651.0,1339.714,7279.0,38.0,31.714,12494.0,10099.0,1182116.0,8054.0,160370.0,158543.0,1827.0,1452.0,1822.0,18249868.0,8.7
216329.0,1629.0,1314.571,7309.0,30.0,31.429,12494.0,11163.0,1193279.0,8099.0,162110.0,160282.0,1828.0,1740.0,1602.0,18249868.0,8.7
218145.0,1816.0,1350.143,7345.0,36.0,32.143,12494.0,11198.0,1204477.0,7934.0,163438.0,161608.0,1830.0,1328.0,1269.0,18249868.0,8.7
219789.0,1644.0,1303.143,7374.0,29.0,30.571,12494.0,9025.0,1213502.0,7923.0,165271.0,163431.0,1840.0,1833.0,1075.0,18249868.0,8.7
221939.0,241.0,1270.0,7428.0,18.0,26.714,12494.0,8368.0,1226411.0,7771.0,166209.0,164368.0,1841.0,13062.0,1042.0,18249868.0,8.7
223025.0,1086.0,1189.286,7453.0,25.0,24.857,12494.0,8800.0,1235211.0,7585.0,167447.0,165549.0,1898.0,1238.0,1011.0,18249868.0,8.7
224621.0,1596.0,1184.571,7478.0,25.0,24.143,12494.0,9487.0,1244698.0,7346.0,168367.0,166469.0,1898.0,920.0,894.0,18249868.0,8.7
226247.0,1626.0,1157.429,7500.0,22.0,22.143,12494.0,8809.0,1253507.0,7004.0,170109.0,168211.0,1898.0,1742.0,953.0,18249868.0,8.7
227671.0,1424.0,1126.0,7524.0,24.0,21.429,12494.0,4039.0,1257546.0,6292.0,170833.0,168935.0,1898.0,724.0,795.0,18249868.0,8.7
228477.0,806.0,1024.286,7543.0,19.0,21.143,12494.0,1196.0,1258742.0,6028.0,171267.0,169369.0,1898.0,434.0,812.0,18249868.0,8.7
228684.0,207.0,998.0,7558.0,15.0,21.143,12494.0,1098.0,1259840.0,5971.0,171695.0,169797.0,1898.0,428.0,828.0,18249868.0,8.7
228871.0,187.0,990.286,7578.0,20.0,21.429,12494.0,8290.0,1268130.0,5960.0,172490.0,170591.0,1899.0,795.0,897.0,18249868.0,8.7
230095.0,1224.0,1010.0,7606.0,28.0,21.857,12494.0,7768.0,1275898.0,5812.0,176102.0,174152.0,1950.0,3612.0,1236.0,18249868.0,8.7
231289.0,1194.0,952.571,7642.0,36.0,23.429,12494.0,7698.0,1283596.0,5557.0,182332.0,180072.0,2260.0,6230.0,1995.0,18249868.0,8.7
232439.0,1150.0,884.571,7677.0,35.0,25.286,12494.0,7584.0,1291180.0,5382.0,191128.0,188671.0,2457.0,8796.0,3003.0,18249868.0,8.7
233696.0,1257.0,860.714,7695.0,18.0,24.429,12494.0,6929.0,1298109.0,5795.0,204328.0,201836.0,2492.0,13200.0,4785.0,18249868.0,8.7
234883.0,1187.0,915.143,7717.0,22.0,24.857,12494.0,1806.0,1299915.0,5882.0,206951.0,204459.0,2492.0,2623.0,5098.0,18249868.0,8.7
235304.0,206.0,919.0,7736.0,3.0,22.571,12494.0,5458.0,1306436.0,5472.0,217348.0,214830.0,2518.0,13062.0,6408.0,18249868.0,8.7
236266.0,962.0,881.571,7776.0,40.0,24.286,12494.0,7426.0,1313862.0,5423.0,232949.0,230431.0,2518.0,15601.0,8121.0,18249868.0,8.7
237682.0,1416.0,913.286,7815.0,39.0,24.714,12494.0,6749.0,1320611.0,5288.0,245772.0,243251.0,2521.0,12823.0,9063.0,18249868.0,8.7
238787.0,1105.0,906.857,7832.0,17.0,22.143,12494.0,7399.0,1328010.0,5261.0,259768.0,257247.0,2521.0,13996.0,9806.0,18249868.0,8.7
240170.0,1383.0,924.857,7845.0,13.0,21.429,12494.0,6287.0,1334297.0,5170.0,274434.0,271912.0,2522.0,14666.0,10015.0,18249868.0,8.7
241117.0,947.0,890.571,7872.0,27.0,22.143,12494.0,2167.0,1336464.0,5221.0,276843.0,274321.0,2522.0,2409.0,9985.0,18249868.0,8.7
241369.0,252.0,895.857,7887.0,15.0,22.0,12494.0,915.0,1337379.0,5200.0,279902.0,277380.0,2522.0,3059.0,9679.0,18249868.0,8.7
241528.0,159.0,889.143,7893.0,6.0,22.429,12494.0,7067.0,1344446.0,5430.0,293643.0,291108.0,2535.0,13741.0,10899.0,18249868.0,8.7
242784.0,1256.0,931.143,7913.0,20.0,19.571,12494.0,6962.0,1351408.0,5364.0,308299.0,305764.0,2535.0,14656.0,10764.0,18249868.0,8.7
243833.0,1049.0,878.714,7928.0,15.0,16.143,12494.0,7280.0,1358688.0,5440.0,323720.0,321185.0,2535.0,15421.0,11135.0,18249868.0,8.7
245247.0,1414.0,922.857,7952.0,24.0,17.143,12494.0,6400.0,1365088.0,5297.0,337356.0,334821.0,2535.0,13636.0,11084.0,18249868.0,8.7
246156.0,909.0,855.143,7977.0,25.0,18.857,12494.0,5881.0,1370969.0,5239.0,350418.0,347883.0,2535.0,13062.0,10855.0,18249868.0,8.7
247106.0,950.0,855.571,7996.0,19.0,17.714,12494.0,1945.0,1372914.0,5207.0,352111.0,349576.0,2535.0,1693.0,10753.0,18249868.0,8.7
247454.0,348.0,869.286,8000.0,4.0,16.143,12494.0,1101.0,1374015.0,5234.0,352941.0,350406.0,2535.0,830.0,10434.0,18249868.0,8.7
247644.0,190.0,873.714,8009.0,9.0,16.571,12494.0,6984.0,1380999.0,5222.0,363400.0,360865.0,2535.0,10459.0,9965.0,18249868.0,8.7
248824.0,1180.0,862.857,8022.0,13.0,15.571,12494.0,7021.0,1388020.0,5230.0,409532.0,374708.0,34824.0,46132.0,14462.0,18249868.0,8.7
250296.0,1472.0,923.286,8058.0,36.0,18.571,12494.0,6173.0,1394193.0,5072.0,429959.0,385620.0,44339.0,20427.0,15177.0,18249868.0,8.7
251336.0,1040.0,869.857,8070.0,12.0,16.857,12494.0,6947.0,1401140.0,5150.0,452100.0,397545.0,54555.0,22141.0,16392.0,18249868.0,8.7
252929.0,1593.0,967.571,8094.0,24.0,16.714,12494.0,5209.0,1406349.0,5054.0,478753.0,414035.0,64718.0,26653.0,18334.0,18249868.0,8.7
253837.0,908.0,961.571,8121.0,27.0,17.857,12494.0,1845.0,1408194.0,5040.0,485004.0,418060.0,66944.0,6251.0,18985.0,18249868.0,8.7
254225.0,388.0,967.286,8137.0,16.0,19.571,12494.0,1050.0,1409244.0,5033.0,488129.0,419903.0,68226.0,3125.0,19313.0,18249868.0,8.7
254417.0,192.0,967.571,8165.0,28.0,22.286,12494.0,6470.0,1415714.0,4959.0,514240.0,436067.0,78173.0,26111.0,21549.0,18249868.0,8.7
255833.0,1416.0,1001.286,8183.0,18.0,23.0,12494.0,5413.0,1421127.0,4730.0,540944.0,452036.0,88908.0,26704.0,18773.0,18249868.0,8.7
257167.0,1334.0,981.571,8214.0,31.0,22.286,12494.0,6730.0,1427857.0,4809.0,561976.0,464587.0,97389.0,21032.0,18860.0,18249868.0,8.7
258633.0,1466.0,1042.429,8238.0,24.0,24.0,12494.0,6400.0,1434257.0,4731.0,580186.0,476769.0,103417.0,18210.0,18298.0,18249868.0,8.7
259954.0,1321.0,1003.571,8258.0,20.0,23.429,12494.0,6640.0,1440897.0,4935.0,594780.0,485681.0,109099.0,14594.0,16575.0,18249868.0,8.7
261392.0,1438.0,1079.286,8280.0,22.0,22.714,12494.0,2563.0,1443460.0,5038.0,595590.0,486162.0,109428.0,810.0,15798.0,18249868.0,8.7
261958.0,566.0,1104.714,8294.0,14.0,22.429,12494.0,1404.0,1444864.0,5089.0,596858.0,486822.0,110036.0,1268.0,15533.0,18249868.0,8.7
262255.0,297.0,1119.714,8305.0,11.0,20.0,12494.0,8040.0,1452904.0,5313.0,607689.0,492410.0,115279.0,10831.0,13350.0,18249868.0,8.7
263836.0,1581.0,1143.286,8331.0,26.0,21.143,12494.0,8034.0,1460938.0,5687.0,620011.0,499403.0,120608.0,12322.0,11295.0,18249868.0,8.7
265662.0,1826.0,1213.571,8361.0,30.0,21.0,12494.0,7795.0,1468733.0,5839.0,632992.0,507540.0,125452.0,12981.0,10145.0,18249868.0,8.7
267447.0,1785.0,1259.143,8388.0,27.0,21.429,12494.0,7323.0,1476056.0,5971.0,647339.0,517630.0,129709.0,14347.0,9593.0,18249868.0,8.7
269308.0,1861.0,1336.286,8416.0,28.0,22.571,12494.0,7170.0,1483226.0,6047.0,661648.0,528318.0,133330.0,14309.0,9553.0,18249868.0,8.7
271131.0,1823.0,1391.286,8439.0,23.0,22.714,12494.0,2509.0,1485735.0,6039.0,664722.0,531121.0,133601.0,3074.0,9876.0,18249868.0,8.7
271703.0,572.0,1392.143,8455.0,16.0,23.0,12494.0,958.0,1486693.0,5976.0,667044.0,533175.0,133869.0,2322.0,10027.0,18249868.0,8.7
271990.0,287.0,1390.714,8465.0,10.0,22.857,12494.0,7467.0,1494160.0,5894.0,683752.0,547657.0,136095.0,16708.0,10866.0,18249868.0,8.7
273730.0,1740.0,1413.429,8500.0,35.0,24.143,12494.0,7114.0,1501274.0,5762.0,712099.0,573680.0,138419.0,28347.0,13155.0,18249868.0,8.7
275202.0,1472.0,1362.857,8527.0,27.0,23.714,12494.0,6851.0,1508125.0,5627.0,745323.0,604173.0,141150.0,33224.0,16047.0,18249868.0,8.7
276927.0,1725.0,1354.286,8549.0,22.0,23.0,12494.0,6697.0,1514822.0,5538.0,775390.0,631298.0,144092.0,30067.0,18293.0,18249868.0,8.7
278409.0,1482.0,1300.143,8595.0,46.0,25.571,12494.0,5584.0,1520406.0,5311.0,805585.0,658434.0,147151.0,30195.0,20562.0,18249868.0,8.7
279947.0,1538.0,1259.429,8645.0,50.0,29.429,12494.0,2716.0,1523122.0,5341.0,808754.0,661474.0,147280.0,3169.0,20576.0,18249868.0,8.7
280507.0,560.0,1257.714,8694.0,49.0,34.143,12494.0,983.0,1524105.0,5345.0,813278.0,665871.0,147407.0,4524.0,20891.0,18249868.0,8.7
280854.0,347.0,1266.286,8735.0,41.0,38.571,12494.0,7796.0,1531901.0,5392.0,836639.0,686920.0,149719.0,23361.0,21841.0,18249868.0,8.7
282713.0,1859.0,1283.286,8785.0,50.0,40.714,12494.0,7237.0,1539138.0,5409.0,859739.0,707948.0,151791.0,23100.0,21091.0,18249868.0,8.7
284741.0,2028.0,1362.714,8845.0,60.0,45.429,12494.0,7626.0,1546764.0,5520.0,880570.0,727397.0,153173.0,20831.0,19321.0,18249868.0,8.7
286708.0,1967.0,1397.286,8894.0,49.0,49.286,12494.0,7922.0,1554686.0,5695.0,900370.0,745182.0,155188.0,19800.0,17854.0,18249868.0,8.7
288987.0,2279.0,1511.143,8960.0,66.0,52.143,12494.0,7192.0,1561878.0,5925.0,918047.0,760474.0,157573.0,17677.0,16066.0,18249868.0,8.7
290852.0,1865.0,1557.857,9008.0,48.0,51.857,12494.0,3494.0,1565372.0,6036.0,920215.0,762497.0,157718.0,2168.0,15923.0,18249868.0,8.7
291595.0,743.0,1584.0,9050.0,42.0,50.857,12494.0,1254.0,1566626.0,6074.0,922560.0,764745.0,157815.0,2345.0,15612.0,18249868.0,8.7
291977.0,382.0,1589.0,9089.0,39.0,50.571,12494.0,2590.0,1569216.0,5331.0,925387.0,767392.0,157995.0,2827.0,12678.0,18249868.0,8.7
292674.0,697.0,1423.0,9147.0,58.0,51.714,12494.0,9375.0,1578591.0,5636.0,938005.0,778519.0,159486.0,12618.0,11181.0,18249868.0,8.7
293583.0,909.0,1263.143,9215.0,68.0,52.857,12494.0,9005.0,1587596.0,5833.0,948878.0,788440.0,160438.0,10873.0,9758.0,18249868.0,8.7
296438.0,2855.0,1390.0,9282.0,67.0,55.429,12494.0,9460.0,1597056.0,6053.0,957886.0,796497.0,161389.0,9008.0,8217.0,18249868.0,8.7
301189.0,2285.0,1476.714,9419.0,69.0,58.714,12494.0,4102.0,1610359.0,6427.0,968734.0,805372.0,163362.0,13062.0,6931.0,18249868.0,8.7
302012.0,823.0,1488.143,9461.0,42.0,58.714,12494.0,1679.0,1612038.0,6487.0,970183.0,806729.0,163454.0,1449.0,6803.0,18249868.0,8.7
302534.0,522.0,1508.143,9498.0,37.0,58.429,12494.0,8895.0,1620933.0,7388.0,980255.0,813743.0,166512.0,10072.0,7838.0,18249868.0,8.7
305319.0,2785.0,1806.429,9548.0,50.0,57.286,12494.0,9546.0,1630479.0,7413.0,992483.0,822074.0,170409.0,12228.0,7783.0,18249868.0,8.7
308273.0,2954.0,2098.571,9573.0,25.0,51.143,12494.0,9708.0,1640187.0,7513.0,1002959.0,827180.0,175779.0,10476.0,7726.0,18249868.0,8.7
311342.0,3069.0,2129.143,9609.0,36.0,46.714,12494.0,10762.0,1650949.0,7699.0,1014644.0,833152.0,181492.0,11685.0,8108.0,18249868.0,8.7
314302.0,2960.0,2199.714,9643.0,34.0,41.857,12494.0,10122.0,1661071.0,7831.0,1028399.0,840367.0,188032.0,13755.0,9298.0,18249868.0,8.7
318541.0,1230.0,2361.286,9713.0,25.0,36.0,12494.0,3471.0,1668916.0,8125.0,1034310.0,844228.0,190082.0,13062.0,9161.0,18249868.0,8.7
319157.0,616.0,2374.714,9721.0,8.0,31.857,12494.0,10280.0,1679196.0,8323.0,1051395.0,852968.0,198427.0,17085.0,10163.0,18249868.0,8.7
322120.0,2963.0,2400.143,9756.0,35.0,29.714,12494.0,10106.0,1689302.0,8403.0,1092916.0,878966.0,213950.0,41521.0,14348.0,18249868.0,8.7
325024.0,2904.0,2393.0,9798.0,42.0,32.143,12494.0,9496.0,1698798.0,8373.0,1146477.0,917645.0,228832.0,53561.0,20503.0,18249868.0,8.7
327755.0,2731.0,2344.714,9834.0,36.0,32.143,12494.0,10918.0,1709716.0,8395.0,1202164.0,960345.0,241819.0,55687.0,26789.0,18249868.0,8.7
330651.0,2896.0,2335.571,9871.0,37.0,32.571,12494.0,9383.0,1719099.0,8290.0,1259164.0,1004437.0,254727.0,57000.0,32966.0,18249868.0,8.7
333126.0,2475.0,2259.286,9898.0,27.0,30.0,12494.0,3639.0,1722738.0,8185.0,1274825.0,1017540.0,257285.0,15661.0,34782.0,18249868.0,8.7
333827.0,701.0,2183.714,9914.0,16.0,28.714,12494.0,2083.0,1724821.0,7986.0,1288797.0,1030094.0,258703.0,13972.0,36355.0,18249868.0,8.7
337762.0,3387.0,2234.571,9927.0,0.0,24.429,12494.0,12843.0,1750947.0,8806.0,1396843.0,1118717.0,278126.0,13062.0,43418.0,18249868.0,8.7
340857.0,3095.0,2261.857,9927.0,0.0,18.429,12494.0,13301.0,1764248.0,9350.0,1462767.0,1176331.0,286436.0,65924.0,45184.0,18249868.0,8.7
344221.0,3364.0,2352.286,10029.0,102.0,27.857,12494.0,13447.0,1777695.0,9711.0,1531709.0,1238799.0,292910.0,68942.0,47078.0,18249868.0,8.7
347496.0,3275.0,2406.429,10063.0,34.0,27.429,12494.0,11864.0,1789559.0,10066.0,1664494.0,1363387.0,301107.0,132785.0,57904.0,18249868.0,8.7
350816.0,3320.0,2527.143,10093.0,30.0,27.857,12494.0,5737.0,1795296.0,10365.0,1700692.0,1398128.0,302564.0,36198.0,60838.0,18249868.0,8.7
352088.0,1272.0,2608.714,10100.0,7.0,26.571,12494.0,5116.0,1800412.0,10799.0,1726905.0,1423602.0,303303.0,26213.0,62587.0,18249868.0,8.7
352584.0,496.0,2601.286,10112.0,12.0,26.429,12494.0,13710.0,1814122.0,10860.0,1798598.0,1489259.0,309339.0,71693.0,65111.0,18249868.0,8.7
355223.0,2639.0,2494.429,10176.0,64.0,35.571,12494.0,14268.0,1828390.0,11063.0,1877250.0,1561791.0,315459.0,78652.0,68630.0,18249868.0,8.7
358798.0,3575.0,2563.0,10224.0,48.0,42.429,12494.0,14929.0,1843319.0,11296.0,1950167.0,1628458.0,321709.0,72917.0,69629.0,18249868.0,8.7
362134.0,3336.0,2559.0,10248.0,24.0,31.286,12494.0,14565.0,1857884.0,11456.0,2028885.0,1701925.0,326960.0,78718.0,71025.0,18249868.0,8.7
365528.0,3394.0,2576.0,10289.0,41.0,32.286,12494.0,12821.0,1870705.0,11592.0,2108172.0,1774324.0,333848.0,79287.0,63383.0,18249868.0,8.7
368484.0,2956.0,2524.0,10339.0,50.0,35.143,12494.0,6525.0,1877230.0,11705.0,2160074.0,1824440.0,335634.0,51902.0,65626.0,18249868.0,8.7
369626.0,1142.0,2505.429,10413.0,74.0,44.714,12494.0,4652.0,1881882.0,11639.0,2208301.0,1870179.0,338122.0,48227.0,68771.0,18249868.0,8.7
370258.0,632.0,2524.857,10448.0,35.0,48.0,12494.0,13199.0,1895081.0,11566.0,2285975.0,1939952.0,346023.0,77674.0,69625.0,18249868.0,8.7
373047.0,2789.0,2546.286,10483.0,35.0,43.857,12494.0,14136.0,1909217.0,11547.0,2376520.0,2025946.0,350574.0,90545.0,71324.0,18249868.0,8.7
